url_path,views_total,views_unique
/davefx/dfx-ha-history-editor,63,46
/davefx/dfx-ha-history-editor/issues,6,4
/davefx/dfx-ha-history-editor/branches,3,2
/davefx/dfx-ha-history-editor/pulls,2,2
/davefx/dfx-ha-history-editor/actions,1,1
/davefx/dfx-ha-history-editor/activity,1,1
/davefx/dfx-ha-history-editor/branches/active,1,1
/davefx/dfx-ha-history-editor/branches/stale,1,1
/davefx/dfx-ha-history-editor/pulse,1,1
/davefx/dfx-ha-history-editor/releases/v1.3.0,1,1
