url_path,views_total,views_unique
/davefx/dfx-ha-history-editor,66,39
/davefx/dfx-ha-history-editor/issues,6,5
/davefx/dfx-ha-history-editor/issues/76,3,3
/davefx/dfx-ha-history-editor/pulls,2,2
/davefx/dfx-ha-history-editor/actions/runs/24941092723,1,1
/davefx/dfx-ha-history-editor/actions/runs/24941092725,1,1
/davefx/dfx-ha-history-editor/activity,1,1
/davefx/dfx-ha-history-editor/releases/v1.3.0,1,1
