url_path,views_total,views_unique
/davefx/dfx-ha-history-editor,66,43
/davefx/dfx-ha-history-editor/issues,9,6
/davefx/dfx-ha-history-editor/pulls,3,3
/davefx/dfx-ha-history-editor/branches,2,1
/davefx/dfx-ha-history-editor/actions,1,1
/davefx/dfx-ha-history-editor/activity,1,1
/davefx/dfx-ha-history-editor/branches/active,1,1
/davefx/dfx-ha-history-editor/branches/stale,1,1
/davefx/dfx-ha-history-editor/issues/76,1,1
/davefx/dfx-ha-history-editor/releases/v1.3.0,1,1
