url_path,views_total,views_unique
/davefx/dfx-ha-history-editor,123,69
/davefx/dfx-ha-history-editor/issues,15,11
/davefx/dfx-ha-history-editor/issues/65,6,5
/davefx/dfx-ha-history-editor/releases/v1.4.1,5,5
/davefx/dfx-ha-history-editor/issues/79,3,3
/davefx/dfx-ha-history-editor/pull/80,3,3
/davefx/dfx-ha-history-editor/issues/78,3,2
/davefx/dfx-ha-history-editor/commits,2,2
/davefx/dfx-ha-history-editor/compare/v1.4.0...v1.4.1,2,2
/davefx/dfx-ha-history-editor/pull/66,2,2
