url_path,views_total,views_unique
/davefx/dfx-ha-history-editor,51,28
/davefx/dfx-ha-history-editor/issues,3,3
/davefx/dfx-ha-history-editor/releases/tag/v1.3.0,3,2
/davefx/dfx-ha-history-editor/pulls,2,1
/davefx/dfx-ha-history-editor/blob/main/README.md,1,1
/davefx/dfx-ha-history-editor/blob/main/configuration.yaml.example,1,1
/davefx/dfx-ha-history-editor/blob/main/requirements-test.txt,1,1
/davefx/dfx-ha-history-editor/pulse,1,1
/davefx/dfx-ha-history-editor/tree/main/custom_components/history_editor,1,1
